invoice_id,po_id,vendor_id,invoice_date,due_date,amount,currency,status,payment_terms_days,paid_date
INV-000816,PO-01032,VEND-00013,2026-03-12,2026-04-11,835000,USD,Overdue,30,
INV-000817,PO-01033,VEND-00110,2026-02-05,2026-03-07,1530.0,USD,Paid,30,2026-03-05
INV-000818,PO-01034,VEND-00008,2024-04-24,2024-06-08,228000,USD,Overdue,45,
INV-000819,PO-01035,VEND-00067,2025-03-20,2025-05-19,42500,USD,Paid,60,2025-05-14
INV-000820,PO-01036,VEND-00108,2026-03-19,2026-05-18,19000.0,USD,Pending,60,
INV-000821,PO-01037,VEND-00146,2025-01-12,2025-03-13,1600,USD,Paid,60,2025-03-07
INV-000822,PO-01038,VEND-00171,2023-03-18,2023-04-17,9500,USD,Paid,30,2023-04-06
INV-000823,PO-01039,VEND-00172,2023-03-14,2023-04-28,14000,USD,Paid,45,2023-04-16
INV-000824,PO-01041,VEND-00176,2023-09-19,2023-11-18,57000.0,USD,Disputed,60,
INV-000825,PO-01042,VEND-00078,2023-03-16,2023-04-15,3900,USD,Paid,30,2023-04-12
INV-000826,PO-01043,VEND-00157,2024-08-31,2024-10-30,290000,USD,Paid,60,2024-10-24
INV-000827,PO-01044,VEND-00021,2026-02-22,2026-04-23,42500,USD,Pending,60,
INV-000828,PO-01045,VEND-00140,2023-03-14,2023-05-13,2000,USD,Paid,60,2023-05-10
INV-000829,PO-01046,VEND-00159,2023-03-22,2023-04-21,40500,USD,Overdue,30,
INV-000830,PO-01047,VEND-00167,2023-11-16,2024-01-15,2800,USD,Paid,60,2024-01-11
INV-000831,PO-01048,VEND-00138,2023-02-10,2023-03-27,21000,USD,Paid,45,2023-03-23
INV-000832,PO-01050,VEND-00021,2026-04-19,2026-06-18,1020.0,USD,Pending,60,
INV-000833,PO-01051,VEND-00192,2024-12-19,2025-01-18,40000,USD,Paid,30,2025-01-17
INV-000834,PO-01052,VEND-00077,2023-08-11,2023-09-25,800,USD,Overdue,45,
INV-000835,PO-01053,VEND-00114,2025-12-09,2026-02-07,10500,USD,Paid,60,2026-01-29
INV-000836,PO-01054,VEND-00033,2025-09-11,2025-11-10,5800,USD,Paid,60,2025-10-31
INV-000837,PO-01056,VEND-00173,2026-01-16,2026-03-02,50000,USD,Paid,45,2026-02-28
INV-000838,PO-01057,VEND-00082,2024-07-27,2024-09-10,69500.0,USD,Overdue,45,
INV-000839,PO-01058,VEND-00020,2023-12-13,2024-02-11,700,USD,Paid,60,2024-02-08
INV-000840,PO-01059,VEND-00027,2023-05-26,2023-07-25,22500,USD,Paid,60,2023-07-21
INV-000841,PO-01061,VEND-00176,2024-12-17,2025-02-15,1800,USD,Paid,60,2025-02-15
INV-000842,PO-01062,VEND-00179,2023-02-18,2023-04-04,6800,USD,Paid,45,2023-03-30
INV-000843,PO-01063,VEND-00072,2025-04-21,2025-06-20,7100,USD,Paid,60,2025-06-09
INV-000844,PO-01064,VEND-00094,2023-04-12,2023-05-12,3300,USD,Paid,30,2023-05-02
INV-000845,PO-01065,VEND-00189,2023-10-30,2023-11-29,36500,USD,Paid,30,2023-11-20
INV-000846,PO-01066,VEND-00148,2024-09-07,2024-11-06,3600,USD,Paid,60,2024-11-03
INV-000847,PO-01067,VEND-00018,2024-05-31,2024-06-30,1800,USD,Paid,30,2024-06-25
INV-000848,PO-01068,VEND-00119,2024-07-07,2024-08-06,44000,USD,Paid,30,2024-07-29
INV-000849,PO-01071,VEND-00006,2024-11-12,2024-12-12,47500.0,USD,Paid,30,2024-12-02
INV-000850,PO-01073,VEND-00181,2023-10-22,2023-12-06,450000,USD,Paid,45,2023-11-24
INV-000851,PO-01074,VEND-00053,2024-12-04,2025-01-18,5100,USD,Paid,45,2025-01-16
INV-000852,PO-01075,VEND-00021,2023-11-14,2024-01-13,5300,USD,Paid,60,2024-01-09
INV-000853,PO-01076,VEND-00098,2024-11-07,2025-01-06,41700.0,USD,Paid,60,2024-12-30
INV-000854,PO-01077,VEND-00078,2025-05-04,2025-06-03,5400,USD,Paid,30,2025-05-28
INV-000855,PO-01078,VEND-00154,2025-08-18,2025-10-17,6400,USD,Paid,60,2025-10-06
INV-000856,PO-01080,VEND-00016,2025-12-27,2026-01-26,4250.0,USD,Paid,30,2026-01-19
INV-000857,PO-01081,VEND-00123,2025-06-04,2025-07-04,3500,USD,Overdue,30,
INV-000858,PO-01082,VEND-00047,2023-08-28,2023-10-12,6300,USD,Paid,45,2023-10-06
INV-000859,PO-01083,VEND-00075,2024-09-26,2024-11-25,210000,USD,Paid,60,2024-11-21
INV-000860,PO-01085,VEND-00111,2024-03-30,2024-05-14,118000,USD,Paid,45,2024-05-10
INV-000861,PO-01086,VEND-00007,2026-04-13,2026-05-13,6900,USD,Paid,30,2026-05-02
INV-000862,PO-01087,VEND-00032,2026-04-01,2026-05-31,10500,USD,Paid,60,2026-05-24
INV-000863,PO-01088,VEND-00129,2024-11-16,2024-12-16,1400,USD,Paid,30,2024-12-04
INV-000864,PO-01089,VEND-00140,2025-11-09,2026-01-08,7300,USD,Paid,60,2026-01-06
INV-000865,PO-01090,VEND-00030,2024-07-21,2024-08-20,35500,USD,Paid,30,2024-08-08
INV-000866,PO-01092,VEND-00166,2024-11-27,2025-01-11,16000,USD,Paid,45,2025-01-09
INV-000867,PO-01093,VEND-00165,2023-06-01,2023-07-31,38500,USD,Paid,60,2023-07-31
INV-000868,PO-01094,VEND-00088,2025-09-18,2025-10-18,128000,USD,Paid,30,2025-10-14
INV-000869,PO-01095,VEND-00139,2023-04-02,2023-06-01,7100,USD,Paid,60,2023-06-01
INV-000870,PO-01096,VEND-00002,2023-11-17,2024-01-01,4000,USD,Disputed,45,
INV-000871,PO-01097,VEND-00167,2025-10-04,2025-11-03,3700,USD,Paid,30,2025-10-31
INV-000872,PO-01098,VEND-00141,2023-02-01,2023-03-18,5500,USD,Paid,45,2023-03-06
INV-000873,PO-01100,VEND-00111,2024-03-04,2024-04-18,41000,USD,Paid,45,2024-04-08
INV-000874,PO-01101,VEND-00167,2025-08-12,2025-09-11,3500,USD,Overdue,30,
INV-000875,PO-01102,VEND-00087,2026-02-11,2026-03-28,54000.0,USD,Paid,45,2026-03-25
INV-000876,PO-01103,VEND-00108,2026-03-07,2026-05-06,7500,USD,Pending,60,
INV-000877,PO-01104,VEND-00155,2025-09-12,2025-10-27,3300.0,USD,Paid,45,2025-10-18
INV-000878,PO-01105,VEND-00100,2024-01-15,2024-03-15,1400,USD,Paid,60,2024-03-07
INV-000879,PO-01106,VEND-00068,2023-04-25,2023-06-24,50000,USD,Paid,60,2023-06-24
INV-000880,PO-01107,VEND-00022,2024-01-10,2024-02-09,900,USD,Paid,30,2024-02-05
INV-000881,PO-01109,VEND-00168,2025-04-24,2025-06-08,3200,USD,Disputed,45,
INV-000882,PO-01110,VEND-00125,2024-11-04,2025-01-03,7800,USD,Paid,60,2024-12-31
INV-000883,PO-01111,VEND-00030,2025-07-15,2025-08-14,32000,USD,Paid,30,2025-08-03
INV-000884,PO-01112,VEND-00176,2023-12-27,2024-02-25,800,USD,Paid,60,2024-02-20
INV-000885,PO-01113,VEND-00172,2026-03-29,2026-05-13,7500.0,USD,Pending,45,
INV-000886,PO-01117,VEND-00147,2023-12-17,2024-02-15,11250.0,USD,Paid,60,2024-02-06
INV-000887,PO-01118,VEND-00195,2025-02-25,2025-04-26,38500,USD,Disputed,60,
INV-000888,PO-01120,VEND-00021,2026-04-09,2026-06-08,23000,USD,Pending,60,
INV-000889,PO-01121,VEND-00034,2025-06-26,2025-07-26,5200,USD,Paid,30,2025-07-26
INV-000890,PO-01122,VEND-00033,2024-09-28,2024-11-27,1400,USD,Paid,60,2024-11-26
INV-000891,PO-01123,VEND-00010,2026-03-20,2026-05-04,222000,USD,Pending,45,
INV-000892,PO-01124,VEND-00053,2023-10-15,2023-11-29,420000,USD,Paid,45,2023-11-18
INV-000893,PO-01125,VEND-00032,2023-03-31,2023-05-30,229000,USD,Paid,60,2023-05-19
INV-000894,PO-01126,VEND-00170,2023-02-11,2023-03-13,29500,USD,Paid,30,2023-03-06
INV-000895,PO-01127,VEND-00061,2026-04-18,2026-06-17,12600.0,USD,Paid,60,2026-06-05
INV-000896,PO-01128,VEND-00079,2024-05-17,2024-06-16,7500,USD,Paid,30,2024-06-07
INV-000897,PO-01129,VEND-00173,2026-01-18,2026-03-04,4100,USD,Paid,45,2026-02-26
INV-000898,PO-01131,VEND-00158,2023-08-11,2023-09-10,42000,USD,Paid,30,2023-09-03
INV-000899,PO-01132,VEND-00080,2025-12-28,2026-02-26,3100,USD,Overdue,60,
INV-000900,PO-01135,VEND-00033,2025-08-04,2025-10-03,4600,USD,Paid,60,2025-09-26
INV-000901,PO-01136,VEND-00014,2025-07-25,2025-08-24,2600,USD,Paid,30,2025-08-14
INV-000902,PO-01138,VEND-00015,2025-12-28,2026-02-26,8000,USD,Paid,60,2026-02-26
INV-000903,PO-01139,VEND-00183,2025-06-29,2025-07-29,214000,USD,Paid,30,2025-07-25
INV-000904,PO-01140,VEND-00129,2023-09-30,2023-10-30,7800,USD,Paid,30,2023-10-24
INV-000905,PO-01141,VEND-00082,2024-12-17,2025-01-31,1200,USD,Paid,45,2025-01-27
INV-000906,PO-01142,VEND-00101,2025-12-02,2026-01-01,900,USD,Paid,30,2025-12-30
INV-000907,PO-01143,VEND-00006,2025-04-01,2025-05-01,22500,USD,Paid,30,2025-04-28
INV-000908,PO-01144,VEND-00182,2024-03-26,2024-05-25,23500,USD,Paid,60,2024-05-17
INV-000909,PO-01145,VEND-00067,2025-05-06,2025-07-05,6900,USD,Paid,60,2025-06-29
INV-000910,PO-01146,VEND-00020,2024-05-22,2024-07-21,1100,USD,Paid,60,2024-07-19
INV-000911,PO-01147,VEND-00016,2024-04-28,2024-05-28,4800,USD,Paid,30,2024-05-28
INV-000912,PO-01148,VEND-00109,2025-01-28,2025-03-29,46000,USD,Paid,60,2025-03-26
INV-000913,PO-01149,VEND-00080,2024-02-13,2024-04-13,3500,USD,Paid,60,2024-04-02
INV-000914,PO-01151,VEND-00098,2026-01-16,2026-03-17,5200,USD,Paid,60,2026-03-12
INV-000915,PO-01152,VEND-00026,2023-10-03,2023-11-17,66000,USD,Paid,45,2023-11-06
INV-000916,PO-01153,VEND-00167,2023-08-05,2023-09-04,1600,USD,Paid,30,2023-09-04
INV-000917,PO-01154,VEND-00142,2024-03-01,2024-03-31,6000,USD,Paid,30,2024-03-20
INV-000918,PO-01155,VEND-00110,2023-11-19,2023-12-19,46000,USD,Paid,30,2023-12-12
INV-000919,PO-01156,VEND-00151,2024-04-22,2024-05-22,34000,USD,Disputed,30,
INV-000920,PO-01157,VEND-00157,2025-07-13,2025-09-11,7300,USD,Paid,60,2025-09-08
INV-000921,PO-01158,VEND-00074,2025-04-15,2025-05-15,38000,USD,Paid,30,2025-05-03
INV-000922,PO-01159,VEND-00072,2026-03-05,2026-05-04,29000,USD,Paid,60,2026-04-30
INV-000923,PO-01161,VEND-00103,2024-08-11,2024-09-10,6900,USD,Overdue,30,
INV-000924,PO-01162,VEND-00029,2024-02-08,2024-03-09,3100,USD,Paid,30,2024-03-01
INV-000925,PO-01163,VEND-00168,2026-04-17,2026-06-01,38500,USD,Pending,45,
INV-000926,PO-01164,VEND-00027,2024-08-27,2024-10-26,22000,USD,Paid,60,2024-10-19
INV-000927,PO-01165,VEND-00012,2023-05-04,2023-06-03,1400,USD,Paid,30,2023-05-23
INV-000928,PO-01166,VEND-00188,2023-08-15,2023-09-14,1100,USD,Paid,30,2023-09-11
INV-000929,PO-01167,VEND-00127,2023-04-12,2023-06-11,211000,USD,Paid,60,2023-06-07
INV-000930,PO-01168,VEND-00026,2026-04-20,2026-06-04,900,USD,Pending,45,
INV-000931,PO-01169,VEND-00011,2024-10-26,2024-11-25,6200,USD,Paid,30,2024-11-24
INV-000932,PO-01170,VEND-00143,2025-10-03,2025-11-17,2600,USD,Paid,45,2025-11-07
INV-000933,PO-01171,VEND-00133,2025-09-29,2025-11-13,2600,USD,Paid,45,2025-11-07
INV-000934,PO-01172,VEND-00173,2025-11-10,2025-12-25,51000,USD,Paid,45,2025-12-25
INV-000935,PO-01174,VEND-00078,2024-08-24,2024-09-23,1100,USD,Paid,30,2024-09-11
INV-000936,PO-01175,VEND-00116,2025-06-15,2025-08-14,7600,USD,Paid,60,2025-08-07
INV-000937,PO-01176,VEND-00111,2024-04-17,2024-06-01,48500,USD,Paid,45,2024-05-24
INV-000938,PO-01177,VEND-00151,2025-06-29,2025-07-29,16000,USD,Paid,30,2025-07-27
INV-000939,PO-01178,VEND-00127,2023-05-05,2023-07-04,1700,USD,Paid,60,2023-07-02
INV-000940,PO-01179,VEND-00142,2023-05-13,2023-06-27,4300,USD,Paid,45,2023-06-15
INV-000941,PO-01180,VEND-00046,2025-11-05,2025-12-05,41500,USD,Disputed,30,
INV-000942,PO-01181,VEND-00147,2023-05-20,2023-07-19,5600,USD,Paid,60,2023-07-11
INV-000943,PO-01182,VEND-00066,2023-08-14,2023-09-13,7400,USD,Paid,30,2023-09-06
INV-000944,PO-01183,VEND-00076,2024-10-12,2024-12-11,3900.0,USD,Paid,60,2024-12-07
INV-000945,PO-01184,VEND-00001,2025-12-17,2026-02-15,545000,USD,Paid,60,2026-02-10
INV-000946,PO-01186,VEND-00053,2024-07-27,2024-09-10,1800,USD,Paid,45,2024-08-31
INV-000947,PO-01188,VEND-00101,2024-11-07,2024-12-07,5100,USD,Paid,30,2024-12-04
INV-000948,PO-01191,VEND-00089,2025-02-16,2025-04-17,4800,USD,Paid,60,2025-04-14
INV-000949,PO-01192,VEND-00172,2026-03-16,2026-04-30,231000,USD,Pending,45,
INV-000950,PO-01193,VEND-00128,2024-07-26,2024-09-24,2100,USD,Paid,60,2024-09-23
INV-000951,PO-01194,VEND-00113,2024-10-11,2024-11-25,10800.0,USD,Overdue,45,
INV-000952,PO-01195,VEND-00025,2025-06-04,2025-07-04,177000,USD,Paid,30,2025-07-04
INV-000953,PO-01197,VEND-00087,2025-10-06,2025-11-20,37000,USD,Paid,45,2025-11-10
INV-000954,PO-01198,VEND-00052,2025-07-30,2025-09-28,47000,USD,Paid,60,2025-09-18
INV-000955,PO-01201,VEND-00029,2023-03-26,2023-04-25,1600.0,USD,Overdue,30,
INV-000956,PO-01202,VEND-00146,2023-10-22,2023-12-21,500,USD,Paid,60,2023-12-11
INV-000957,PO-01203,VEND-00040,2026-04-15,2026-05-15,31500,USD,Paid,30,2026-05-15
INV-000958,PO-01204,VEND-00174,2023-07-08,2023-08-07,7600,USD,Paid,30,2023-08-05
INV-000959,PO-01206,VEND-00133,2024-03-12,2024-04-26,740000,USD,Paid,45,2024-04-18
INV-000960,PO-01209,VEND-00107,2024-03-28,2024-04-27,1000,USD,Paid,30,2024-04-20
INV-000961,PO-01210,VEND-00074,2026-03-27,2026-04-26,26500,USD,Paid,30,2026-04-17
INV-000962,PO-01211,VEND-00051,2023-05-02,2023-07-01,4900,USD,Paid,60,2023-06-21
INV-000963,PO-01212,VEND-00108,2024-01-02,2024-03-02,64500.0,USD,Paid,60,2024-02-21
INV-000964,PO-01213,VEND-00190,2023-03-06,2023-04-05,7700,USD,Paid,30,2023-04-05
INV-000965,PO-01215,VEND-00039,2024-08-26,2024-10-25,47000,USD,Overdue,60,
INV-000966,PO-01216,VEND-00148,2024-01-08,2024-03-08,8000,USD,Paid,60,2024-03-07
INV-000967,PO-01217,VEND-00004,2025-12-03,2026-02-01,16000,USD,Paid,60,2026-01-31
INV-000968,PO-01218,VEND-00140,2025-09-02,2025-11-01,1680.0,USD,Paid,60,2025-10-23
INV-000969,PO-01219,VEND-00047,2026-01-21,2026-03-07,5300,USD,Paid,45,2026-03-07
INV-000970,PO-01221,VEND-00147,2025-11-28,2026-01-27,6400,USD,Paid,60,2026-01-16
INV-000971,PO-01222,VEND-00127,2024-11-08,2025-01-07,46000,USD,Paid,60,2024-12-28
INV-000972,PO-01223,VEND-00013,2024-09-14,2024-10-14,12600.0,USD,Paid,30,2024-10-13
INV-000973,PO-01225,VEND-00005,2024-09-05,2024-10-20,48000,USD,Paid,45,2024-10-09
INV-000974,PO-01228,VEND-00175,2024-08-06,2024-09-20,1700,USD,Paid,45,2024-09-10
INV-000975,PO-01229,VEND-00047,2025-11-15,2025-12-30,2900,USD,Overdue,45,
INV-000976,PO-01230,VEND-00174,2024-12-02,2025-01-01,6600,USD,Paid,30,2024-12-20
INV-000977,PO-01231,VEND-00110,2026-01-14,2026-02-13,16500,USD,Paid,30,2026-02-12
INV-000978,PO-01232,VEND-00101,2025-02-11,2025-03-13,11500,USD,Paid,30,2025-03-08
INV-000979,PO-01233,VEND-00124,2025-07-18,2025-09-16,3100,USD,Paid,60,2025-09-04
INV-000980,PO-01236,VEND-00158,2024-05-23,2024-06-22,18500,USD,Paid,30,2024-06-20
INV-000981,PO-01237,VEND-00121,2024-12-25,2025-02-23,43000,USD,Paid,60,2025-02-14
INV-000982,PO-01238,VEND-00091,2023-06-10,2023-08-09,4700,USD,Paid,60,2023-08-07
INV-000983,PO-01239,VEND-00035,2024-09-07,2024-10-22,700,USD,Paid,45,2024-10-15
INV-000984,PO-01240,VEND-00102,2024-10-25,2024-11-24,680000,USD,Paid,30,2024-11-14
INV-000985,PO-01241,VEND-00084,2024-12-23,2025-02-21,2100,USD,Paid,60,2025-02-13
INV-000986,PO-01242,VEND-00102,2023-10-02,2023-11-01,6800,USD,Paid,30,2023-10-30
INV-000987,PO-01244,VEND-00026,2024-01-15,2024-02-29,1000,USD,Paid,45,2024-02-23
INV-000988,PO-01245,VEND-00025,2023-08-27,2023-09-26,840000,USD,Paid,30,2023-09-14
INV-000989,PO-01246,VEND-00051,2025-12-05,2026-02-03,1000,USD,Paid,60,2026-02-03
INV-000990,PO-01247,VEND-00094,2025-07-02,2025-08-01,2800,USD,Paid,30,2025-07-29
INV-000991,PO-01249,VEND-00119,2024-02-13,2024-03-14,7200,USD,Paid,30,2024-03-09
INV-000992,PO-01251,VEND-00119,2024-08-16,2024-10-15,4350.0,USD,Paid,60,2024-10-06
INV-000993,PO-01252,VEND-00072,2024-10-05,2024-11-04,43500,USD,Paid,30,2024-10-30
INV-000994,PO-01255,VEND-00159,2024-11-24,2024-12-24,8000,USD,Paid,30,2024-12-19
INV-000995,PO-01256,VEND-00085,2023-05-27,2023-07-11,95500.0,USD,Paid,45,2023-07-04
INV-000996,PO-01257,VEND-00194,2023-09-08,2023-10-23,1500,USD,Paid,45,2023-10-12
INV-000997,PO-01260,VEND-00038,2023-03-28,2023-05-12,3300,USD,Overdue,45,
INV-000998,PO-01261,VEND-00185,2026-02-18,2026-04-04,388500.0,USD,Paid,45,2026-04-01
INV-000999,PO-01263,VEND-00047,2024-06-03,2024-07-18,6100,USD,Paid,45,2024-07-18
INV-001000,PO-01264,VEND-00061,2023-09-17,2023-11-16,2050.0,USD,Paid,60,2023-11-09
INV-001001,PO-01265,VEND-00001,2026-04-05,2026-06-04,198000,USD,Pending,60,
INV-001002,PO-01267,VEND-00025,2025-03-22,2025-04-21,5800,USD,Overdue,30,
INV-001003,PO-01268,VEND-00070,2024-01-26,2024-02-25,115500.0,USD,Overdue,30,
INV-001004,PO-01269,VEND-00161,2026-03-01,2026-04-30,4400,USD,Pending,60,
INV-001005,PO-01270,VEND-00126,2023-04-03,2023-06-02,227000,USD,Paid,60,2023-05-27
INV-001006,PO-01271,VEND-00053,2023-06-11,2023-07-26,2600,USD,Disputed,45,
INV-001007,PO-01272,VEND-00005,2025-10-04,2025-11-18,600,USD,Paid,45,2025-11-16
INV-001008,PO-01276,VEND-00166,2023-05-04,2023-06-18,2900,USD,Paid,45,2023-06-13
INV-001009,PO-01278,VEND-00190,2026-04-11,2026-05-26,26950.0,USD,Pending,45,
INV-001010,PO-01279,VEND-00148,2025-03-30,2025-05-29,12000,USD,Paid,60,2025-05-19
INV-001011,PO-01280,VEND-00188,2023-08-02,2023-09-01,3900,USD,Paid,30,2023-08-20
INV-001012,PO-01281,VEND-00073,2023-08-06,2023-09-20,40500,USD,Paid,45,2023-09-16
INV-001013,PO-01283,VEND-00169,2025-03-10,2025-04-24,6200,USD,Paid,45,2025-04-19
INV-001014,PO-01284,VEND-00149,2025-12-10,2026-01-24,1000,USD,Paid,45,2026-01-13
INV-001015,PO-01285,VEND-00185,2023-06-15,2023-07-30,28350.0,USD,Paid,45,2023-07-21
INV-001016,PO-01288,VEND-00004,2023-08-24,2023-09-23,2200,USD,Paid,30,2023-09-11
INV-001017,PO-01289,VEND-00064,2025-09-18,2025-11-17,3500,USD,Paid,60,2025-11-17
INV-001018,PO-01290,VEND-00014,2023-02-20,2023-03-22,1900,USD,Overdue,30,
INV-001019,PO-01291,VEND-00156,2023-04-06,2023-06-05,1120.0,USD,Paid,60,2023-05-28
INV-001020,PO-01292,VEND-00197,2023-10-01,2023-11-30,72900.0,USD,Paid,60,2023-11-26
INV-001021,PO-01293,VEND-00051,2026-03-20,2026-05-04,2500,USD,Pending,45,
INV-001022,PO-01294,VEND-00107,2026-04-18,2026-05-18,5300,USD,Paid,30,2026-05-14
INV-001023,PO-01295,VEND-00107,2025-12-24,2026-01-23,1200,USD,Disputed,30,
INV-001024,PO-01296,VEND-00021,2024-04-22,2024-06-21,3400,USD,Paid,60,2024-06-09
INV-001025,PO-01301,VEND-00124,2025-12-10,2026-02-08,23500,USD,Paid,60,2026-02-02
INV-001026,PO-01302,VEND-00005,2026-03-29,2026-05-13,1700,USD,Paid,45,2026-05-13
INV-001027,PO-01303,VEND-00158,2025-02-17,2025-03-19,1770.0,USD,Paid,30,2025-03-10
INV-001028,PO-01304,VEND-00041,2024-11-21,2025-01-05,3750.0,USD,Paid,45,2024-12-29
INV-001029,PO-01306,VEND-00043,2023-10-12,2023-12-11,6300,USD,Paid,60,2023-12-05
INV-001030,PO-01307,VEND-00093,2024-02-06,2024-04-06,45000,USD,Overdue,60,
INV-001031,PO-01308,VEND-00159,2026-04-19,2026-05-19,17000,USD,Paid,30,2026-05-11
INV-001032,PO-01309,VEND-00138,2024-11-25,2025-01-09,2300.0,USD,Paid,45,2024-12-31
INV-001033,PO-01311,VEND-00092,2025-05-28,2025-07-27,2250.0,USD,Paid,60,2025-07-15
INV-001034,PO-01313,VEND-00185,2024-05-31,2024-07-15,34500,USD,Paid,45,2024-07-05
INV-001035,PO-01314,VEND-00035,2024-05-08,2024-07-07,159000.0,USD,Paid,60,2024-06-28
INV-001036,PO-01318,VEND-00099,2023-06-12,2023-07-27,500,USD,Overdue,45,
INV-001037,PO-01319,VEND-00014,2024-12-03,2025-01-02,6600,USD,Paid,30,2024-12-25
INV-001038,PO-01320,VEND-00152,2024-07-15,2024-08-29,2800,USD,Paid,45,2024-08-19
INV-001039,PO-01321,VEND-00089,2024-02-12,2024-03-28,16000,USD,Paid,45,2024-03-18
INV-001040,PO-01322,VEND-00012,2026-02-05,2026-03-07,5000,USD,Paid,30,2026-03-01
INV-001041,PO-01324,VEND-00180,2023-09-14,2023-11-13,800,USD,Paid,60,2023-11-03
INV-001042,PO-01325,VEND-00080,2025-02-09,2025-04-10,54000,USD,Paid,60,2025-04-09
INV-001043,PO-01327,VEND-00080,2025-06-10,2025-08-09,7200,USD,Paid,60,2025-07-30
INV-001044,PO-01328,VEND-00144,2025-10-22,2025-12-06,46500,USD,Paid,45,2025-12-03
INV-001045,PO-01329,VEND-00177,2023-05-26,2023-07-25,16000,USD,Paid,60,2023-07-25
INV-001046,PO-01330,VEND-00132,2023-10-09,2023-11-23,7500,USD,Paid,45,2023-11-15
INV-001047,PO-01331,VEND-00009,2026-04-19,2026-05-19,2500,USD,Pending,30,
INV-001048,PO-01332,VEND-00178,2024-12-28,2025-02-11,75000,USD,Paid,45,2025-02-08
INV-001049,PO-01333,VEND-00035,2025-07-22,2025-09-05,940000,USD,Paid,45,2025-08-30
INV-001050,PO-01334,VEND-00059,2026-01-12,2026-03-13,6700,USD,Paid,60,2026-03-07
INV-001051,PO-01335,VEND-00068,2023-12-26,2024-02-24,34000,USD,Paid,60,2024-02-21
INV-001052,PO-01336,VEND-00062,2025-02-11,2025-04-12,7300,USD,Disputed,60,
INV-001053,PO-01337,VEND-00024,2025-03-27,2025-05-26,1200,USD,Overdue,60,
INV-001054,PO-01338,VEND-00183,2024-06-21,2024-07-21,1300,USD,Paid,30,2024-07-20
INV-001055,PO-01340,VEND-00052,2025-07-12,2025-09-10,23000,USD,Paid,60,2025-08-29
INV-001056,PO-01341,VEND-00188,2025-06-30,2025-07-30,43000,USD,Paid,30,2025-07-18
INV-001057,PO-01342,VEND-00175,2024-10-07,2024-11-21,144000,USD,Paid,45,2024-11-15
INV-001058,PO-01343,VEND-00012,2026-03-25,2026-04-24,35000,USD,Pending,30,
INV-001059,PO-01344,VEND-00018,2026-04-20,2026-05-20,5300,USD,Pending,30,
INV-001060,PO-01346,VEND-00084,2025-12-19,2026-02-02,2200,USD,Paid,45,2026-02-02
INV-001061,PO-01347,VEND-00020,2025-05-12,2025-07-11,7900,USD,Paid,60,2025-07-05
INV-001062,PO-01348,VEND-00111,2025-09-30,2025-11-14,260000,USD,Paid,45,2025-11-03
INV-001063,PO-01349,VEND-00174,2023-01-22,2023-02-21,9500,USD,Paid,30,2023-02-15
INV-001064,PO-01350,VEND-00129,2025-05-06,2025-06-05,4100,USD,Paid,30,2025-05-31
INV-001065,PO-01351,VEND-00103,2024-04-13,2024-05-13,13000,USD,Paid,30,2024-05-12
INV-001066,PO-01352,VEND-00129,2024-01-24,2024-02-23,28000,USD,Paid,30,2024-02-12
INV-001067,PO-01353,VEND-00089,2024-06-17,2024-08-01,2200,USD,Overdue,45,
INV-001068,PO-01354,VEND-00088,2025-10-29,2025-11-28,39000,USD,Disputed,30,
INV-001069,PO-01355,VEND-00093,2025-12-25,2026-02-23,4600,USD,Paid,60,2026-02-20
INV-001070,PO-01356,VEND-00105,2023-05-30,2023-06-29,56100.0,USD,Paid,30,2023-06-23
INV-001071,PO-01357,VEND-00170,2025-11-27,2025-12-27,6800,USD,Paid,30,2025-12-22
INV-001072,PO-01358,VEND-00102,2024-04-17,2024-05-17,5500,USD,Paid,30,2024-05-17
INV-001073,PO-01359,VEND-00063,2023-10-04,2023-11-18,5600,USD,Paid,45,2023-11-18
INV-001074,PO-01360,VEND-00070,2026-04-05,2026-05-05,2300,USD,Pending,30,
INV-001075,PO-01361,VEND-00162,2024-03-12,2024-04-11,1500,USD,Paid,30,2024-04-02
INV-001076,PO-01362,VEND-00012,2024-08-11,2024-09-10,34500,USD,Paid,30,2024-08-31
INV-001077,PO-01363,VEND-00025,2025-08-27,2025-09-26,47500,USD,Paid,30,2025-09-19
INV-001078,PO-01365,VEND-00189,2023-08-21,2023-09-20,2400,USD,Paid,30,2023-09-18
INV-001079,PO-01366,VEND-00093,2025-12-20,2026-02-18,4900,USD,Paid,60,2026-02-11
INV-001080,PO-01368,VEND-00139,2025-04-24,2025-06-23,31000,USD,Paid,60,2025-06-14
INV-001081,PO-01369,VEND-00005,2024-08-03,2024-09-17,700,USD,Paid,45,2024-09-08
INV-001082,PO-01370,VEND-00027,2023-10-06,2023-12-05,26500,USD,Overdue,60,
INV-001083,PO-01371,VEND-00005,2024-03-08,2024-04-22,35500,USD,Overdue,45,
INV-001084,PO-01372,VEND-00132,2025-02-24,2025-04-10,2500,USD,Paid,45,2025-04-09
INV-001085,PO-01373,VEND-00087,2025-01-07,2025-02-21,4200,USD,Overdue,45,
INV-001086,PO-01375,VEND-00005,2024-01-01,2024-02-15,9000,USD,Paid,45,2024-02-14
INV-001087,PO-01376,VEND-00010,2024-03-09,2024-05-08,2500,USD,Paid,60,2024-04-29
