po_id,vendor_id,contract_id,department_id,po_date,line_description,total_amount,currency,status,requestor_name,approval_level
PO-01469,VEND-00056,,DEPT-002,2025-09-18,Platform support,26500,USD,Open,Jamie Chen,VP
PO-01470,VEND-00173,CTR-0072,DEPT-015,2024-04-07,Print consumables,3800,USD,Closed,Aditi Shah,Dept Head
PO-01471,VEND-00034,CTR-0032,DEPT-010,2023-02-05,Process transformation SOW,4300,USD,Received,Harish Patel,Dept Head
PO-01472,VEND-00024,CTR-0017,DEPT-019,2024-12-14,Platform support,6300,USD,Received,Owen Marsh,Dept Head
PO-01473,VEND-00037,CTR-0071,DEPT-008,2026-02-19,Events travel block,2400,USD,Closed,Tomas Kellerman,Dept Head
PO-01474,VEND-00127,CTR-0055,DEPT-013,2024-06-08,Assessment phase,2900,USD,Open,Sasha Mwangi,Dept Head
PO-01475,VEND-00013,CTR-0013,DEPT-019,2024-10-26,Annual subscription renewal,78000,USD,Closed,Priya Raman,CFO
PO-01476,VEND-00028,,DEPT-006,2024-10-29,Specialist placement,635000,USD,Closed,Alex Rivera,CEO
PO-01477,VEND-00015,CTR-0015,DEPT-007,2025-11-29,Brand refresh SOW,1300,USD,Closed,Quinn Reyes,Dept Head
PO-01478,VEND-00019,,DEPT-020,2024-07-22,Security services,11000,USD,Received,Peter Chen,VP
PO-01479,VEND-00178,,DEPT-003,2023-03-15,Compliance advisory,6900,USD,Received,Quinn Reyes,Dept Head
PO-01480,VEND-00029,,DEPT-010,2023-09-13,Advisory engagement,1600,USD,Closed,Quinn Reyes,Dept Head
PO-01481,VEND-00137,,DEPT-012,2025-01-07,Ergonomics,7800,USD,Received,Derek Yoon,Dept Head
PO-01482,VEND-00039,,DEPT-006,2024-08-30,MPLS circuits month,6200,USD,Closed,Robin Park,Dept Head
PO-01483,VEND-00024,CTR-0017,DEPT-002,2024-06-28,Platform support,8000,USD,Closed,Cesar Ruiz,Dept Head
PO-01484,VEND-00024,CTR-0017,DEPT-001,2026-01-07,Seat expansion QQ3,1200,USD,Cancelled,Claire Benoit,Dept Head
PO-01485,VEND-00135,,DEPT-002,2025-11-30,Mobile fleet lines,4800,USD,Closed,Samira Okafor,Dept Head
PO-01486,VEND-00146,,DEPT-005,2024-05-18,Contracts review package,195000,USD,Received,Harish Patel,CFO
PO-01487,VEND-00045,CTR-0039,DEPT-002,2023-09-15,Media buy,6700,USD,Received,Samira Okafor,Dept Head
PO-01488,VEND-00026,,DEPT-019,2025-05-21,Implementation sprint,7600,USD,Cancelled,Tomas Kellerman,Dept Head
PO-01489,VEND-00178,,DEPT-004,2023-07-31,Contracts review package,24500,USD,Received,Claire Benoit,VP
PO-01490,VEND-00155,,DEPT-001,2025-08-31,Breakroom supplies,7100,USD,Closed,Julia Hwang,Dept Head
PO-01491,VEND-00014,CTR-0014,DEPT-003,2023-08-12,DR storage tier,4300,USD,Received,Naomi Weiss,Dept Head
PO-01492,VEND-00070,,DEPT-008,2024-09-27,Toll-free services,33000,USD,Closed,Derek Yoon,VP
PO-01493,VEND-00140,,DEPT-002,2024-01-03,MPLS circuits month,7600,USD,Closed,Rafael Mendez,Dept Head
PO-01494,VEND-00016,,DEPT-003,2024-05-09,Laptop refresh batch,175000,USD,Closed,Devon Parker,CFO
PO-01495,VEND-00105,CTR-0022,DEPT-010,2024-12-01,IP counsel hours,600,USD,Closed,Alex Rivera,Dept Head
PO-01496,VEND-00120,,DEPT-012,2025-07-07,Breakroom supplies,182000,USD,Closed,Samira Okafor,CFO
PO-01497,VEND-00069,,DEPT-008,2025-11-17,Customs clearance,900,USD,Closed,Derek Yoon,Dept Head
PO-01498,VEND-00151,CTR-0070,DEPT-001,2025-06-05,Contracts review package,21000,USD,Closed,Quinn Reyes,VP
PO-01499,VEND-00102,,DEPT-020,2023-11-10,Monitors and peripherals,25000,USD,Open,Peter Chen,VP
PO-01500,VEND-00083,,DEPT-016,2024-05-22,Reserved capacity,47000,USD,Closed,Naomi Weiss,VP
PO-01501,VEND-00028,,DEPT-001,2025-04-08,Specialist placement,47000,USD,Closed,Julia Hwang,VP
PO-01502,VEND-00159,,DEPT-018,2024-05-28,Freight LTL lane,6800,USD,Received,Devon Parker,Dept Head
PO-01503,VEND-00028,,DEPT-010,2023-12-19,Temp-to-hire fee,59000,USD,Closed,Aditi Shah,CFO
PO-01504,VEND-00191,,DEPT-009,2025-11-05,Events travel block,3300,USD,Received,Harish Patel,Dept Head
PO-01505,VEND-00189,,DEPT-013,2025-09-03,Staff augmentation month,1200,USD,Closed,Sasha Mwangi,Dept Head
PO-01506,VEND-00038,,DEPT-008,2025-08-21,Events travel block,590000,USD,Open,Luis Ortega,CEO
PO-01507,VEND-00035,CTR-0043,DEPT-002,2024-09-28,Monitors and peripherals,4200,USD,Received,Sasha Mwangi,Dept Head
PO-01508,VEND-00177,CTR-0027,DEPT-002,2024-03-03,Compliance advisory,3900,USD,Closed,Derek Yoon,Dept Head
PO-01509,VEND-00074,CTR-0024,DEPT-015,2025-02-24,Annual subscription renewal,7900,USD,Closed,Priya Raman,Dept Head
PO-01510,VEND-00089,CTR-0074,DEPT-010,2023-02-09,Corporate travel management fee,1300,USD,Received,Aditi Shah,Dept Head
PO-01511,VEND-00174,,DEPT-015,2025-03-24,Process transformation SOW,4100,USD,Closed,Tomas Kellerman,Dept Head
PO-01512,VEND-00056,,DEPT-010,2026-02-05,Seat expansion QQ4,7500,USD,Closed,Luis Ortega,Dept Head
PO-01513,VEND-00017,,DEPT-003,2024-04-03,Staff augmentation month,2900,USD,Received,Jamie Chen,Dept Head
PO-01514,VEND-00120,,DEPT-012,2025-07-31,Ergonomics,600,USD,Received,Sasha Mwangi,Dept Head
PO-01515,VEND-00184,,DEPT-002,2024-11-07,Litigation retainer,895000,USD,Open,Derek Yoon,CEO
PO-01516,VEND-00038,,DEPT-001,2025-10-16,Annual SKO travel,4800,USD,Cancelled,Sasha Mwangi,Dept Head
PO-01517,VEND-00119,,DEPT-009,2026-02-19,Conference travel,3900,USD,Cancelled,Claire Benoit,Dept Head
PO-01518,VEND-00122,,DEPT-009,2023-02-02,Litigation retainer,1500,USD,Cancelled,Alex Rivera,Dept Head
PO-01519,VEND-00032,CTR-0045,DEPT-019,2023-12-12,Contract engineer placement,10500,USD,Cancelled,Jamie Chen,VP
PO-01520,VEND-00065,,DEPT-014,2024-11-05,Customs clearance,28000,USD,Open,Tomas Kellerman,VP
PO-01521,VEND-00179,,DEPT-019,2024-03-17,Warehousing month,1200,USD,Closed,Tomas Kellerman,Dept Head
PO-01522,VEND-00061,,DEPT-005,2023-06-28,Network installation,4200,USD,Closed,Devon Parker,Dept Head
PO-01523,VEND-00109,,DEPT-014,2026-01-31,Process transformation SOW,2700,USD,Open,Naomi Weiss,Dept Head
PO-01524,VEND-00039,,DEPT-019,2025-04-18,MPLS circuits month,5800,USD,Received,Claire Benoit,Dept Head
PO-01525,VEND-00049,,DEPT-004,2023-06-14,Litigation retainer,189000,USD,Cancelled,Ingrid Voss,CFO
PO-01526,VEND-00035,CTR-0043,DEPT-005,2024-11-18,Networking gear,7200,USD,Closed,Lena Brooks,Dept Head
PO-01527,VEND-00090,,DEPT-017,2025-10-12,Cleaning services month,10000,USD,Cancelled,Derek Yoon,VP
PO-01528,VEND-00062,,DEPT-009,2024-04-16,Networking gear,18500,USD,Received,Harish Patel,VP
PO-01529,VEND-00042,,DEPT-015,2024-05-28,Campaign retainer,44500,USD,Received,Priya Raman,VP
PO-01530,VEND-00092,CTR-0029,DEPT-019,2024-01-20,Add-on modules,14000,USD,Open,Aditi Shah,VP
PO-01531,VEND-00046,CTR-0034,DEPT-011,2023-11-22,Landscaping,13500,USD,Closed,Cesar Ruiz,VP
PO-01532,VEND-00138,CTR-0053,DEPT-016,2025-10-19,Corporate travel management fee,28500,USD,Closed,Luis Ortega,VP
PO-01533,VEND-00168,,DEPT-019,2025-09-20,Contract engineer placement,28000,USD,Received,Robin Park,VP
PO-01534,VEND-00170,,DEPT-017,2024-05-19,Breakroom supplies,5200,USD,Received,Claire Benoit,Dept Head
PO-01535,VEND-00172,,DEPT-007,2024-09-12,Networking gear,38000,USD,Cancelled,Cesar Ruiz,VP
PO-01536,VEND-00091,,DEPT-007,2024-04-28,Process transformation SOW,4800,USD,Closed,Tomas Kellerman,Dept Head
PO-01537,VEND-00123,CTR-0048,DEPT-016,2024-04-17,Cleaning services month,4800,USD,Received,Luis Ortega,Dept Head
PO-01538,VEND-00151,,DEPT-002,2024-10-15,IP counsel hours,7500,USD,Open,Marco Alvarez,Dept Head
PO-01539,VEND-00008,CTR-0008,DEPT-007,2025-01-06,Ergonomics,4400,USD,Received,Quinn Reyes,Dept Head
PO-01540,VEND-00133,,DEPT-010,2024-07-18,Warehousing month,6600,USD,Closed,Aditi Shah,Dept Head
PO-01541,VEND-00123,CTR-0048,DEPT-008,2023-02-26,Security services,2000,USD,Received,Jamie Chen,Dept Head
PO-01542,VEND-00012,,DEPT-003,2025-06-11,Corporate travel management fee,4900,USD,Closed,Luis Ortega,Dept Head
PO-01543,VEND-00061,,DEPT-019,2023-05-28,Toll-free services,32000,USD,Closed,Peter Chen,VP
PO-01544,VEND-00176,,DEPT-018,2023-09-06,Reserved capacity,1800,USD,Open,Luis Ortega,Dept Head
PO-01545,VEND-00031,,DEPT-005,2024-12-16,Corporate travel management fee,26000,USD,Received,Harish Patel,VP
PO-01546,VEND-00194,CTR-0038,DEPT-005,2024-06-15,Annual SKO travel,44000,USD,Closed,Hana Kobayashi,VP
PO-01547,VEND-00165,CTR-0037,DEPT-011,2024-09-02,Annual subscription renewal,43500,USD,Open,Tomas Kellerman,VP
PO-01548,VEND-00139,,DEPT-020,2025-10-10,Security services,26000,USD,Received,Marco Alvarez,VP
PO-01549,VEND-00134,,DEPT-016,2026-02-04,Add-on modules,45500,USD,Closed,Devon Parker,VP
PO-01550,VEND-00063,CTR-0042,DEPT-018,2023-10-24,Print consumables,19000,USD,Open,Robin Park,VP
PO-01551,VEND-00111,,DEPT-014,2025-04-16,Advisory engagement,1900,USD,Received,Owen Marsh,Dept Head
PO-01552,VEND-00144,,DEPT-017,2026-03-04,Advisory engagement,34000,USD,Received,Lena Brooks,VP
PO-01553,VEND-00020,,DEPT-013,2024-08-22,Platform support,2400,USD,Closed,Quinn Reyes,Dept Head
PO-01554,VEND-00051,CTR-0076,DEPT-013,2024-09-10,DR storage tier,3700,USD,Closed,Robin Park,Dept Head
PO-01555,VEND-00060,,DEPT-012,2026-03-06,Laptop refresh batch,4000,USD,Closed,Priya Raman,Dept Head
PO-01556,VEND-00037,CTR-0071,DEPT-016,2026-03-21,Events travel block,4500,USD,Closed,Rafael Mendez,Dept Head
PO-01557,VEND-00008,CTR-0008,DEPT-019,2023-03-03,Breakroom supplies,5700,USD,Received,Marco Alvarez,Dept Head
PO-01558,VEND-00137,,DEPT-008,2024-08-09,Print consumables,4000,USD,Open,Ingrid Voss,Dept Head
PO-01559,VEND-00141,,DEPT-017,2023-01-22,Landscaping,6300,USD,Closed,Marco Alvarez,Dept Head
PO-01560,VEND-00130,CTR-0018,DEPT-010,2026-03-14,Implementation sprint,5800,USD,Open,Sasha Mwangi,Dept Head
PO-01561,VEND-00075,CTR-0075,DEPT-011,2025-05-25,Conference travel,5400,USD,Closed,Robin Park,Dept Head
PO-01562,VEND-00199,,DEPT-014,2025-11-15,Network installation,201000,USD,Closed,Devon Parker,CFO
PO-01563,VEND-00002,CTR-0002,DEPT-012,2024-10-08,Seat expansion QQ4,10000,USD,Open,Rafael Mendez,VP
PO-01564,VEND-00074,CTR-0024,DEPT-008,2025-07-22,Add-on modules,780000,USD,Received,Robin Park,CEO
PO-01565,VEND-00076,,DEPT-015,2023-09-06,Litigation retainer,4800,USD,Closed,Luis Ortega,Dept Head
PO-01566,VEND-00139,,DEPT-007,2025-09-18,Security services,48000,USD,Closed,Aditi Shah,VP
PO-01567,VEND-00065,,DEPT-012,2023-01-14,Customs clearance,112000,USD,Open,Sasha Mwangi,CFO
PO-01568,VEND-00049,,DEPT-011,2023-12-13,IP counsel hours,4400,USD,Closed,Hana Kobayashi,Dept Head
PO-01569,VEND-00195,,DEPT-020,2023-02-06,Mobile fleet lines,5400,USD,Closed,Lena Brooks,Dept Head
PO-01570,VEND-00047,CTR-0078,DEPT-012,2024-03-30,Implementation sprint,6500,USD,Closed,Harish Patel,Dept Head
PO-01571,VEND-00153,,DEPT-001,2024-09-17,Contract engineer placement,6400,USD,Closed,Luis Ortega,Dept Head
PO-01572,VEND-00059,CTR-0019,DEPT-008,2023-05-05,Add-on modules,995000,USD,Received,Priya Raman,CEO
PO-01573,VEND-00029,,DEPT-011,2024-10-24,Implementation sprint,7700,USD,Received,Peter Chen,Dept Head
PO-01574,VEND-00074,CTR-0024,DEPT-006,2023-05-11,Platform support,4100,USD,Received,Naomi Weiss,Dept Head
PO-01575,VEND-00080,,DEPT-017,2026-03-25,Customs clearance,44500,USD,Closed,Samira Okafor,VP
PO-01576,VEND-00005,CTR-0005,DEPT-017,2025-03-17,Temp-to-hire fee,5800,USD,Closed,Ingrid Voss,Dept Head
PO-01577,VEND-00174,,DEPT-020,2024-07-14,Advisory engagement,3600,USD,Closed,Tomas Kellerman,Dept Head
PO-01578,VEND-00002,,DEPT-001,2025-04-05,Annual subscription renewal,7700,USD,Open,Jamie Chen,Dept Head
PO-01579,VEND-00145,,DEPT-013,2023-08-23,Warehousing month,42500,USD,Received,Quinn Reyes,VP
PO-01580,VEND-00159,,DEPT-008,2024-12-05,Customs clearance,4600,USD,Received,Jamie Chen,Dept Head
PO-01581,VEND-00183,,DEPT-017,2025-08-17,Quarterly office supplies replen,7700,USD,Received,Jamie Chen,Dept Head
PO-01582,VEND-00091,,DEPT-009,2025-08-13,Advisory engagement,5700,USD,Closed,Marco Alvarez,Dept Head
PO-01583,VEND-00065,,DEPT-011,2023-04-15,Freight LTL lane,23000,USD,Open,Ingrid Voss,VP
PO-01584,VEND-00129,CTR-0073,DEPT-002,2026-03-19,Breakroom supplies,6300,USD,Closed,Priya Raman,Dept Head
PO-01585,VEND-00129,CTR-0073,DEPT-003,2024-04-04,Quarterly office supplies replen,1200,USD,Closed,Ingrid Voss,Dept Head
PO-01586,VEND-00073,,DEPT-012,2025-01-06,Monthly cloud consumption,21000,USD,Received,Cesar Ruiz,VP
PO-01587,VEND-00033,,DEPT-009,2025-11-11,Compliance advisory,2900,USD,Closed,Samira Okafor,Dept Head
PO-01588,VEND-00040,,DEPT-002,2024-08-18,DR storage tier,195000,USD,Closed,Priya Raman,CFO
PO-01589,VEND-00035,CTR-0043,DEPT-010,2023-11-11,Laptop refresh batch,27000,USD,Received,Robin Park,VP
PO-01590,VEND-00153,,DEPT-016,2023-03-22,Staff augmentation month,2500,USD,Received,Tomas Kellerman,Dept Head
PO-01591,VEND-00120,,DEPT-016,2023-06-30,Quarterly office supplies replen,3500,USD,Received,Ingrid Voss,Dept Head
PO-01592,VEND-00158,,DEPT-014,2025-04-19,Customs clearance,5400,USD,Closed,Owen Marsh,Dept Head
PO-01593,VEND-00198,,DEPT-014,2024-09-02,Customs clearance,48500,USD,Open,Jamie Chen,VP
PO-01594,VEND-00199,,DEPT-017,2023-02-14,Network installation,28500,USD,Received,Alex Rivera,VP
PO-01595,VEND-00111,,DEPT-002,2026-01-06,Assessment phase,50000,USD,Closed,Julia Hwang,CFO
PO-01596,VEND-00076,,DEPT-019,2024-08-26,Litigation retainer,32500,USD,Received,Samira Okafor,VP
PO-01597,VEND-00143,,DEPT-008,2023-11-27,Media buy,76000,USD,Closed,Peter Chen,CFO
PO-01598,VEND-00017,,DEPT-013,2023-07-15,Temp-to-hire fee,5500,USD,Closed,Luis Ortega,Dept Head
PO-01599,VEND-00024,CTR-0017,DEPT-013,2026-02-09,Seat expansion QQ3,7000,USD,Closed,Luis Ortega,Dept Head
PO-01600,VEND-00155,,DEPT-007,2025-05-04,Print consumables,1500,USD,Open,Peter Chen,Dept Head
PO-01601,VEND-00158,,DEPT-014,2024-03-18,Last-mile delivery,3700,USD,Cancelled,Naomi Weiss,Dept Head
PO-01602,VEND-00036,,DEPT-010,2024-05-08,Landscaping,800,USD,Received,Sasha Mwangi,Dept Head
PO-01603,VEND-00137,,DEPT-012,2024-02-12,Print consumables,221000,USD,Received,Luis Ortega,CFO
PO-01604,VEND-00101,,DEPT-020,2023-01-28,Egress overage,134000,USD,Cancelled,Priya Raman,CFO
PO-01605,VEND-00192,,DEPT-013,2024-10-27,Freight LTL lane,33000,USD,Closed,Tomas Kellerman,VP
PO-01606,VEND-00026,,DEPT-015,2024-08-19,Implementation sprint,13500,USD,Cancelled,Samira Okafor,VP
PO-01607,VEND-00022,CTR-0020,DEPT-020,2025-05-13,IP counsel hours,15000,USD,Received,Luis Ortega,VP
PO-01608,VEND-00037,CTR-0071,DEPT-012,2024-11-10,Events travel block,6300,USD,Open,Alex Rivera,Dept Head
PO-01609,VEND-00034,CTR-0032,DEPT-015,2023-04-08,Assessment phase,24500,USD,Open,Rafael Mendez,VP
PO-01610,VEND-00083,,DEPT-013,2024-04-14,Reserved capacity,495000,USD,Received,Jamie Chen,CEO
PO-01611,VEND-00157,,DEPT-016,2023-03-06,Contracts review package,5800,USD,Received,Luis Ortega,Dept Head
PO-01612,VEND-00066,,DEPT-018,2023-11-26,Contract engineer placement,16500,USD,Open,Samira Okafor,VP
PO-01613,VEND-00166,,DEPT-012,2023-11-13,HVAC maintenance,4100,USD,Open,Priya Raman,Dept Head
PO-01614,VEND-00131,,DEPT-003,2026-03-03,Events travel block,48000,USD,Closed,Claire Benoit,VP
PO-01615,VEND-00043,,DEPT-003,2024-08-16,MPLS circuits month,3000,USD,Open,Lena Brooks,Dept Head
PO-01616,VEND-00175,,DEPT-012,2023-10-31,Networking gear,35000,USD,Closed,Samira Okafor,VP
PO-01617,VEND-00033,,DEPT-019,2023-01-19,Contracts review package,110000,USD,Closed,Harish Patel,CFO
PO-01618,VEND-00047,CTR-0078,DEPT-016,2025-10-26,Implementation sprint,5300,USD,Received,Ingrid Voss,Dept Head
PO-01619,VEND-00098,,DEPT-016,2025-03-28,Compliance advisory,7200,USD,Received,Rafael Mendez,Dept Head
PO-01620,VEND-00065,,DEPT-012,2026-01-29,Customs clearance,4800,USD,Received,Hana Kobayashi,Dept Head
PO-01621,VEND-00066,,DEPT-014,2023-06-18,Temp-to-hire fee,650000,USD,Received,Owen Marsh,CEO
PO-01622,VEND-00078,,DEPT-004,2025-09-16,Conference travel,6100,USD,Closed,Robin Park,Dept Head
PO-01623,VEND-00135,,DEPT-009,2026-02-09,MPLS circuits month,19500,USD,Closed,Alex Rivera,VP
PO-01624,VEND-00167,,DEPT-004,2024-03-31,Mobile fleet lines,11000,USD,Closed,Derek Yoon,VP
PO-01625,VEND-00046,,DEPT-008,2025-02-28,Landscaping,174000,USD,Received,Jamie Chen,CFO
PO-01626,VEND-00153,,DEPT-001,2026-04-16,Staff augmentation month,47500,USD,Received,Claire Benoit,VP
PO-01627,VEND-00016,,DEPT-002,2025-06-29,Laptop refresh batch,10000,USD,Closed,Alex Rivera,VP
PO-01628,VEND-00169,,DEPT-017,2023-03-30,Monthly cloud consumption,4700,USD,Closed,Jamie Chen,Dept Head
PO-01629,VEND-00009,,DEPT-018,2024-06-22,Monitors and peripherals,44000,USD,Cancelled,Tomas Kellerman,VP
PO-01630,VEND-00098,,DEPT-008,2023-05-01,Compliance advisory,5000,USD,Received,Quinn Reyes,Dept Head
PO-01631,VEND-00153,,DEPT-006,2023-05-15,Specialist placement,50000,USD,Closed,Robin Park,CFO
PO-01632,VEND-00116,CTR-0052,DEPT-020,2025-08-26,Cleaning services month,6100,USD,Received,Jamie Chen,Dept Head
PO-01633,VEND-00119,CTR-0049,DEPT-015,2026-01-09,Corporate travel management fee,9500,USD,Closed,Naomi Weiss,Dept Head
PO-01634,VEND-00075,,DEPT-010,2025-11-05,Conference travel,7100,USD,Closed,Derek Yoon,Dept Head
PO-01635,VEND-00036,,DEPT-002,2025-04-24,HVAC maintenance,4200,USD,Received,Aditi Shah,Dept Head
PO-01636,VEND-00026,,DEPT-010,2024-06-08,Process transformation SOW,6100,USD,Received,Samira Okafor,Dept Head
PO-01637,VEND-00101,,DEPT-003,2025-02-10,Monthly cloud consumption,17000,USD,Closed,Devon Parker,VP
PO-01638,VEND-00199,,DEPT-018,2024-05-08,Mobile fleet lines,5500,USD,Received,Sasha Mwangi,Dept Head
PO-01639,VEND-00186,,DEPT-004,2026-02-06,Reserved capacity,22500,USD,Closed,Julia Hwang,VP
PO-01640,VEND-00100,,DEPT-003,2025-05-01,IP counsel hours,3800,USD,Closed,Aditi Shah,Dept Head
PO-01641,VEND-00014,CTR-0014,DEPT-014,2026-01-06,Monthly cloud consumption,330000,USD,Closed,Priya Raman,CEO
PO-01642,VEND-00192,,DEPT-005,2026-04-02,Freight LTL lane,30000,USD,Closed,Derek Yoon,VP
PO-01643,VEND-00101,,DEPT-008,2025-05-28,Reserved capacity,4000,USD,Received,Julia Hwang,Dept Head
PO-01644,VEND-00168,,DEPT-001,2024-07-11,Specialist placement,40500,USD,Received,Harish Patel,VP
PO-01645,VEND-00065,,DEPT-018,2025-09-13,Last-mile delivery,249000,USD,Open,Marco Alvarez,CFO
PO-01646,VEND-00193,,DEPT-006,2024-01-13,Landscaping,5800,USD,Received,Luis Ortega,Dept Head
PO-01647,VEND-00096,,DEPT-003,2024-01-12,Monitors and peripherals,1200,USD,Closed,Rafael Mendez,Dept Head
PO-01648,VEND-00089,,DEPT-012,2023-01-02,Events travel block,19000,USD,Received,Aditi Shah,VP
PO-01649,VEND-00034,CTR-0032,DEPT-016,2024-10-19,Advisory engagement,6200,USD,Received,Aditi Shah,Dept Head
PO-01650,VEND-00032,,DEPT-008,2025-02-15,Contract engineer placement,1000,USD,Open,Claire Benoit,Dept Head
PO-01651,VEND-00070,,DEPT-007,2024-08-16,Mobile fleet lines,6000,USD,Closed,Peter Chen,Dept Head
PO-01652,VEND-00063,,DEPT-013,2025-07-17,Print consumables,15000,USD,Received,Marco Alvarez,VP
PO-01653,VEND-00175,,DEPT-010,2025-08-23,Datacenter hardware,7100,USD,Received,Samira Okafor,Dept Head
PO-01654,VEND-00199,,DEPT-017,2025-02-20,MPLS circuits month,86000,USD,Received,Aditi Shah,CFO
PO-01655,VEND-00083,,DEPT-004,2025-05-19,DR storage tier,42000,USD,Received,Aditi Shah,VP
PO-01656,VEND-00071,,DEPT-007,2023-08-27,Monthly cloud consumption,48500,USD,Closed,Luis Ortega,VP
PO-01657,VEND-00170,,DEPT-014,2025-12-24,Ergonomics,2400,USD,Closed,Devon Parker,Dept Head
PO-01658,VEND-00100,,DEPT-020,2025-01-08,Contracts review package,5300,USD,Open,Marco Alvarez,Dept Head
PO-01659,VEND-00060,,DEPT-018,2023-10-03,Datacenter hardware,4000,USD,Closed,Luis Ortega,Dept Head
PO-01660,VEND-00084,CTR-0041,DEPT-019,2023-01-31,Warehousing month,33500,USD,Received,Harish Patel,VP
PO-01661,VEND-00006,CTR-0006,DEPT-001,2025-12-05,Campaign retainer,6500,USD,Closed,Luis Ortega,Dept Head
PO-01662,VEND-00153,,DEPT-017,2025-12-10,Contract engineer placement,2100,USD,Closed,Tomas Kellerman,Dept Head
PO-01663,VEND-00084,CTR-0041,DEPT-010,2023-01-21,Customs clearance,44000,USD,Open,Cesar Ruiz,VP
PO-01664,VEND-00025,CTR-0067,DEPT-003,2023-03-16,Add-on modules,51000,USD,Closed,Naomi Weiss,CFO
PO-01665,VEND-00152,,DEPT-016,2026-01-02,MPLS circuits month,47000,USD,Received,Marco Alvarez,VP
PO-01666,VEND-00024,CTR-0017,DEPT-001,2025-12-29,Platform support,39000,USD,Closed,Owen Marsh,VP
PO-01667,VEND-00158,,DEPT-009,2024-02-24,Warehousing month,500,USD,Closed,Priya Raman,Dept Head
PO-01668,VEND-00123,,DEPT-006,2023-10-05,Security services,49000,USD,Received,Sasha Mwangi,VP
PO-01669,VEND-00092,CTR-0029,DEPT-019,2023-05-08,Annual subscription renewal,1700,USD,Open,Samira Okafor,Dept Head
PO-01670,VEND-00109,,DEPT-014,2024-12-25,Implementation sprint,35000,USD,Closed,Cesar Ruiz,VP
PO-01671,VEND-00014,,DEPT-004,2023-05-13,DR storage tier,1100,USD,Received,Jamie Chen,Dept Head
PO-01672,VEND-00096,,DEPT-015,2025-03-16,Monitors and peripherals,14000,USD,Received,Devon Parker,VP
PO-01673,VEND-00123,CTR-0048,DEPT-012,2024-10-26,Landscaping,3500,USD,Received,Marco Alvarez,Dept Head
PO-01674,VEND-00159,,DEPT-012,2023-09-13,Customs clearance,6900,USD,Open,Robin Park,Dept Head
PO-01675,VEND-00002,,DEPT-013,2023-08-02,Add-on modules,48000,USD,Closed,Hana Kobayashi,VP
PO-01676,VEND-00119,CTR-0049,DEPT-014,2023-01-24,Events travel block,4800,USD,Closed,Rafael Mendez,Dept Head
PO-01677,VEND-00036,,DEPT-016,2025-06-25,Security services,239000,USD,Received,Devon Parker,CFO
PO-01678,VEND-00063,CTR-0042,DEPT-006,2024-07-20,Breakroom supplies,27000,USD,Open,Aditi Shah,VP
PO-01679,VEND-00109,CTR-0033,DEPT-014,2023-05-22,Process transformation SOW,20500,USD,Closed,Sasha Mwangi,VP
PO-01680,VEND-00100,,DEPT-020,2024-12-23,Compliance advisory,6200,USD,Closed,Rafael Mendez,Dept Head
PO-01681,VEND-00176,,DEPT-017,2024-07-03,Monthly cloud consumption,36000,USD,Open,Harish Patel,VP
PO-01682,VEND-00070,,DEPT-020,2025-09-06,MPLS circuits month,3500,USD,Received,Marco Alvarez,Dept Head
PO-01683,VEND-00197,,DEPT-001,2025-02-06,Mobile fleet lines,38500,USD,Open,Naomi Weiss,VP
PO-01684,VEND-00171,,DEPT-017,2026-02-17,Cleaning services month,1400,USD,Closed,Devon Parker,Dept Head
PO-01685,VEND-00056,,DEPT-001,2023-09-03,Seat expansion QQ3,41500,USD,Closed,Peter Chen,VP
PO-01686,VEND-00199,,DEPT-002,2025-08-04,MPLS circuits month,4100,USD,Received,Aditi Shah,Dept Head
PO-01687,VEND-00114,,DEPT-007,2025-01-14,Conference travel,9000,USD,Closed,Ingrid Voss,Dept Head
PO-01688,VEND-00135,,DEPT-007,2025-09-18,Toll-free services,183000,USD,Received,Hana Kobayashi,CFO
PO-01689,VEND-00176,,DEPT-009,2025-02-04,Reserved capacity,5900,USD,Closed,Aditi Shah,Dept Head
PO-01690,VEND-00120,,DEPT-001,2025-02-25,Ergonomics,5300,USD,Closed,Quinn Reyes,Dept Head
PO-01691,VEND-00190,CTR-0051,DEPT-018,2024-11-19,IP counsel hours,22000,USD,Received,Harish Patel,VP
PO-01692,VEND-00045,CTR-0039,DEPT-008,2024-07-10,Campaign retainer,1000,USD,Received,Priya Raman,Dept Head
PO-01693,VEND-00072,CTR-0069,DEPT-017,2024-03-24,Cleaning services month,6300,USD,Received,Naomi Weiss,Dept Head
PO-01694,VEND-00172,,DEPT-017,2023-04-03,Networking gear,22000,USD,Closed,Robin Park,VP
PO-01695,VEND-00008,,DEPT-010,2023-09-17,Print consumables,1800,USD,Closed,Tomas Kellerman,Dept Head
PO-01696,VEND-00133,,DEPT-003,2024-03-29,Customs clearance,4400,USD,Closed,Priya Raman,Dept Head
PO-01697,VEND-00109,,DEPT-019,2023-10-17,Advisory engagement,1100,USD,Closed,Marco Alvarez,Dept Head
PO-01698,VEND-00156,CTR-0054,DEPT-003,2024-11-03,Contracts review package,2500,USD,Received,Jamie Chen,Dept Head
PO-01699,VEND-00190,,DEPT-010,2025-05-06,IP counsel hours,8000,USD,Received,Lena Brooks,Dept Head
